communityname,state,countyCode,communityCode,fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumB,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,murders,murdPerPop,rapes,rapesPerPop,robberies,robbbPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop
Lebanoncity,NH,9,41300,1,12183,2.36,0.41,97.55,1.55,0.91,11.29,26.87,12.2,11.28,0,0,32221,84.63,0.51,38.36,23.87,3.37,10.47,40745,15012,15086,12405,20559,7679,7826,11733,728,6.07,5.83,17.61,26.78,3.14,69.56,14.87,36.57,11.79,29.23,9.73,28.87,13.85,11.94,2.93,74.41,72.56,84.48,77.2,75.27,77.15,160,1.78,376,23.14,23.14,34.57,37.77,0.71,0.71,1.07,1.17,93.31,1.23,1.9,1.18,2.32,2.61,2.02,58.03,1.26,56.02,2,545,90.47,51.73,1.28,34.31,1957,3.83,0.79,88900,117200,148400,59500,357,451,553,196,499,26.1,23.7,13.7,2,0,3.09,54.87,42.07,69.61,75.44,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,41.8,291.4,0.75,?,?,?,?,0,?,0,0,1,8.07,0,0,17,137.13,64,516.25,582,4694.68,27,217.79,4,32.27,145.2,5461
Rockledgecity,FL,?,?,1,16023,2.63,13.79,83.94,1.42,2.4,11.91,23.09,10.33,13.65,16023,100,34934,80.47,0.3,47.11,27.98,2.74,23.43,39691,15534,16027,13246,9320,11052,9621,14449,904,5.75,4.07,14.21,21.25,5.39,64.92,18.44,24.03,9.88,32.44,10.45,23.08,13.36,11.99,2.96,77.22,72.98,82.62,75.63,67.95,75.78,167,1.41,742,10.38,12.4,19.68,23.72,0.48,0.57,0.91,1.1,93.6,0.75,3.74,2.82,2.58,2.61,2.45,78.92,2.26,29.4,3,437,93.31,77.85,1.14,29.52,1972,2.03,0.08,61700,73900,92300,30600,371,457,508,137,543,24.5,20.9,11.3,0,0,4.63,28.32,45.19,75.45,81.03,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10.1,1581.4,0.58,?,?,?,?,0,?,0,0,10,55.52,19,105.48,72,399.71,226,1254.65,721,4002.66,63,349.75,2,11.1,560.71,5618.16
Rogerscity,AR,?,?,1,24692,2.54,0.06,97.72,0.77,1.86,12.84,25.81,11.93,14.62,0,0,26198,73.97,1.36,42.1,31.04,3.92,16.09,31007,12779,12784,0,13934,12182,9809,9511,2120,8.72,8.18,22.43,15.11,3.31,63.1,27.42,16.18,22.66,21.56,9.43,20.49,13.38,11.54,2.96,78.73,76.61,88.72,85.57,69.07,75.45,173,0.89,354,18.93,23.73,27.68,29.94,0.27,0.34,0.4,0.43,95.9,0.75,3.36,2.47,2.51,2.58,2.38,65.6,2.8,41.45,3,586,94.31,63.8,0.34,26.45,1976,8.04,0.4,44800,60300,75500,30700,252,302,373,121,389,24.8,19.6,11.7,0,0,1.43,40.4,39.82,70.19,77.43,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,23,1073.9,0,?,?,?,?,0,?,0,0,9,29.18,10,32.42,44,142.64,233,755.34,1215,3938.79,48,155.61,6,19.45,204.23,4869.19
Bellairecity,TX,?,?,1,13842,2.35,0.41,94.65,1.98,7.95,8.23,18.3,6.98,13.57,13842,100,45892,80.46,1.07,65.77,25.19,0.73,15.55,53342,24462,24669,12941,16625,36559,10485,12650,460,3.33,2.73,7.59,48.93,2.69,70.55,8.73,31.56,3.65,48.83,9.63,23.77,15.57,12.8,2.86,78.29,77.07,91.35,86.93,69.26,74.41,27,0.32,703,0.85,5.26,15.08,30.16,0.04,0.27,0.77,1.53,89.62,1.21,2.69,1.82,2.35,2.36,2.33,75.61,1.36,30.49,3,319,94.85,75.35,1.25,32.6,1953,0.87,0.24,83600,108900,146700,63100,445,529,632,187,675,20.2,18.5,12.1,0,0,5.08,60.71,57.14,86.99,94.36,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.7,3697.1,1.11,?,?,?,?,0,?,1,6.69,2,13.38,24,160.6,25,167.29,149,997.06,357,2388.92,45,301.12,1,6.69,347.97,3693.79
ElCajoncity,CA,?,?,1,88693,2.7,2.92,87.36,2.82,13.97,13.77,30.92,15.15,9.65,88693,100,28108,78.15,0.53,34.68,21.99,12.74,16.03,32096,13518,14237,9215,9266,9291,7746,8951,11184,12.92,6.71,21.49,14.45,7.07,61.86,12.47,21.82,11.44,23.15,13.12,31.67,19.09,16.22,3.09,65.86,63.25,74.02,65.85,52.92,62.42,2000,3.29,8610,20.75,31.36,43.8,50.16,2.01,3.04,4.25,4.87,85.2,3.17,5.26,3.68,2.63,2.64,2.63,40.87,8.76,63.54,2,1560,95.47,40.71,1.47,11.03,1970,2.97,0.24,128100,158000,209600,81500,434,507,587,153,548,30.8,23.6,10.8,13,76,9.71,45.45,35.36,77.14,83.16,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,14.9,5943,2.17,?,?,?,?,0,?,8,8.59,42,45.1,243,260.94,540,579.87,1368,1469.01,4316,4634.68,889,954.64,31,33.29,894.51,7091.62
MosesLakecity,WA,?,?,1,11235,2.6,1.89,82.45,1.82,18.16,14.59,25.62,12.02,13.36,0,0,23258,72.45,1.78,34.4,27.62,10.28,16.58,28495,10965,11785,6562,18700,5910,6497,7045,1680,15.28,12.99,26.49,14.51,6.5,57.18,18.92,22.82,16.52,24.61,10.96,24.93,13.25,12.15,3.12,75.49,73.66,84.59,76.77,61.08,71.15,183,1.84,695,27.63,30.07,38.71,40,1.71,1.86,2.39,2.47,83.37,2.94,5.93,4.1,2.55,2.71,2.29,66.4,4.87,47.7,3,321,93.07,62.56,2.18,38.94,1963,6.75,0.32,40000,53900,74800,34800,195,268,343,148,306,26.2,16.1,11.5,0,0,6.19,48.88,44.43,76.23,87.33,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9.4,1189.1,0.09,?,?,?,?,0,?,2,14.57,20,145.72,3,21.86,132,961.75,217,1581.06,975,7103.83,55,400.73,8,58.29,1143.9,9143.9
WestMemphiscity,AR,?,?,1,28259,2.86,42.15,56.94,0.52,0.5,16.26,28.79,13.83,9.53,28259,100,22052,77.25,1.32,21.89,25.09,13.69,9.35,27523,10009,13654,5095,5019,15413,10764,9752,6410,22.94,15.88,37.55,10.76,8.34,59.29,14.03,21.22,19.96,20.04,11.69,29.48,16.28,14.22,3.33,60.12,51.11,61.99,61.76,67.15,72.4,2412,9.54,187,0,5.88,26.2,28.34,0,0.04,0.17,0.19,98.41,0.18,7.83,5.91,2.83,2.88,2.77,58.69,6.3,43.55,3,626,94.04,57.74,8.31,28.75,1967,12.35,1.08,38900,50900,69100,30200,155,248,318,163,343,29,20.5,14.1,13,0,0.66,53.03,52.14,82.37,88.6,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,14.9,1900.7,0.1,?,?,?,?,0,?,7,25.12,24,86.13,121,434.25,50,179.44,197,707.01,797,2860.32,238,854.15,0,0,724.95,4421.48
Eunicecity,LA,?,?,1,11162,2.8,26.96,72.26,0.4,0.78,15.43,26.03,12.04,12.78,0,0,14874,62.83,0.8,20.56,33.58,18.81,11.52,19434,7635,9048,3617,6319,39010,29572,7060,4173,38.27,23.94,44.84,10.82,13.93,42.8,7.98,30.42,14.6,23.57,8.97,25.84,12.76,11.08,3.32,67.27,62.57,68.65,66.57,50.91,50.89,667,5.78,25,0,0,0,28,0,0,0,0.06,65.56,2.4,9,6.59,2.74,2.68,2.86,63.1,7.17,40.73,3,410,90.68,64.53,7.32,47.8,1963,14.35,0.64,24500,39100,56400,31900,114,165,226,112,261,28.6,23,15.3,0,0,0.22,93.09,62.57,89.93,98.48,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.8,2323.5,0.78,?,?,?,?,0,?,0,0,2,17.4,9,78.28,160,1391.67,213,1852.66,297,2583.28,32,278.33,1,8.7,1487.34,4722.97
Laredocity,TX,?,?,1,122899,3.84,0.12,70.83,0.38,93.87,19.93,33.12,16.79,7.32,122899,100,18395,79.18,1.17,18.24,22.73,16.71,7.95,19910,6981,7674,2922,5577,13361,5195,6331,45126,37.29,36.26,51.16,11.63,11.24,51.36,5.4,23.07,14.83,21.99,6.18,32.64,10.95,8.73,4.16,75.51,67.71,84.14,75.33,48.23,52.73,3070,2.8,29945,14.07,21.62,29.66,39.74,3.43,5.27,7.23,9.68,8.15,21.64,21.34,18.23,3.78,3.95,3.54,61.58,26.43,53.73,2,1969,94.21,58.96,6.4,42.25,1972,12.42,2.11,33700,52500,75000,41300,161,245,339,178,315,27.6,22.6,12.8,4,0,24.37,67.12,60.11,86.08,91.7,188,123.09,163,106.72,150000,98208.7,797.9,123.1,95.47,1.6,0,98.4,0,98.4,8,3,160.7,34.1,3608.7,3.55,90,6357675,86.7,0,4.26,41625.3,21,13.75,7,4.58,163,106.72,862,564.37,1720,1126.13,6246,4089.41,1040,680.91,80,52.38,689.42,5948.83
Amsterdamcity,NY,57,2066,1,20714,2.36,1.46,93.15,0.56,11.61,11.35,23.13,11.19,21.15,0,0,22166,65,0.32,47.13,43.79,7.08,21.6,29893,11991,12228,15778,0,15243,6326,7427,2756,13.5,12.54,31.33,12.33,8.97,52.65,23.6,25.83,19.07,22.91,9.34,29.7,11.8,10.7,2.96,65.74,62.69,67.57,70.4,59.49,69.23,529,3.28,1250,10.56,18.96,21.6,25.28,0.64,1.14,1.3,1.53,78.98,2.49,4.07,2.62,2.33,2.45,2.21,53.56,1.79,36.94,3,713,92.49,50.94,2.1,59.05,1939,6.72,0.66,53400,71000,91900,38500,172,240,303,131,337,24.7,18.6,14.5,2,0,6.03,81.86,61.42,85.56,93.76,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6.2,3353.7,2.6,?,?,?,?,0,?,0,0,3,14.98,3,14.98,4,19.97,128,639.11,314,1567.81,17,84.88,?,?,49.93,?
Gorhamtown,ME,5,28240,1,11856,3.03,0.37,98.84,0.4,0.45,20.11,31.45,19.01,8.63,3929,33.1,36618,83.22,1.2,51.29,22.01,4.56,14.76,40809,14049,14119,10291,9093,11443,18000,6328,436,4.05,3.9,13.97,26,5.73,67.68,14.71,28.53,13.59,28.01,7.33,32.57,10.65,9.06,3.15,80.48,78.23,94.1,77.23,70.68,78.54,56,0.72,306,2.61,4.9,14.05,18.95,0.07,0.13,0.36,0.49,95.94,0.24,3.62,2.78,2.77,2.9,2.27,83.55,1.2,38.37,3,134,96.69,79.89,0,42.54,1968,1.17,0.71,94100,119800,159000,64900,351,452,552,201,526,28,23.5,12.6,0,0,2.58,71.76,51.97,79.39,91.47,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,52.5,225.9,0.88,?,?,?,?,0,?,0,0,0,0,0,0,2,16.72,34,284.28,68,568.56,8,66.89,0,0,16.72,919.73
RockSpringscity,WY,?,?,1,19050,2.67,1.17,94.31,0.96,7.46,15.43,26.48,11.73,8.64,0,0,34372,83.58,1.11,40.93,20.87,5.74,12.84,41095,14767,15066,9288,12726,11497,8657,9016,1661,8.87,5.6,17.5,14.84,5.13,67.09,7.72,19.53,14.84,21.27,11.57,25,12.21,11.89,3.22,78.88,77.97,85.49,86.8,59.43,68.72,149,1.06,327,0,0,0,3.06,0,0,0,0.05,93.22,0.61,5.33,3.73,2.65,2.81,2.31,71.4,2.83,46.05,3,929,88.47,67.27,7.53,52.42,1972,3.51,0.81,55600,71800,89600,34000,210,282,359,149,348,19,17.5,11.3,5,0,1.72,48.45,54.59,83.65,89.98,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,19.1,998.4,5.76,?,?,?,?,0,?,1,4.92,14,68.92,6,29.54,111,546.45,213,1048.59,882,4342.05,76,374.14,0,0,649.83,5764.78
Oakdalecity,CA,?,?,1,11961,2.71,0.24,88.57,1.11,17.04,13.37,26.84,13.03,12.98,0,0,27230,73.45,1.88,33.34,28.75,13.22,18.4,30357,11994,12334,17759,17930,8531,8032,8180,1486,12.63,12.32,30.95,9.97,10.34,54.22,19.74,18.37,17.94,18.21,12.03,24.17,16.32,14.31,3.12,70.31,67.82,80.88,74.89,54.16,61.73,248,2.51,976,14.24,20.59,30.64,37.7,1.16,1.68,2.5,3.08,86.3,3.08,5.56,4.07,2.67,2.62,2.73,55.37,7.42,49.8,3,185,95.98,56.37,1.08,21.08,1972,3.3,0.11,83000,108900,145000,62000,315,395,497,182,472,28.7,21.4,12.4,11,0,8.16,62.95,39.82,76.72,94.06,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.2,2853.3,0,?,?,?,?,0,?,0,0,4,28.91,7,50.6,37,267.46,161,1163.8,502,3628.74,51,368.66,13,93.97,346.97,5255.17
Hendersoncity,NC,?,?,1,15655,2.6,52.88,46.59,0.19,0.54,14.42,26.09,12.94,15.02,0,0,18499,75,0.69,24.1,34.68,13.17,14.45,21753,10912,15763,6624,2500,34000,5120,6614,3699,24.07,21.8,43.91,11.92,7.91,57.23,32.28,20.54,28.7,19.28,11.55,33.05,16.06,14.13,3.1,49.68,42.97,50.51,49.82,66.97,75.86,1450,9.53,181,11.6,26.52,26.52,37.02,0.13,0.31,0.31,0.43,96.9,0.68,6.31,4.4,2.54,2.46,2.63,50.62,5.05,46.78,3,429,93.34,52.29,4.9,45.45,1960,12.61,1.45,33800,50800,74400,40600,116,180,249,133,316,29.5,18.5,13.9,0,0,1.15,81.21,57.15,86.06,91.66,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7.3,2134,0.11,?,?,?,?,0,?,6,36.77,3,18.38,73,447.33,207,1268.46,628,3848.28,1125,6893.8,102,625.04,10,61.28,1770.94,11428.4
Norcocity,CA,?,?,1,23302,4.17,7.95,82.42,1.36,19.55,14.06,30.74,14.58,4.44,23302,100,51594,88.74,2.55,38.24,17.3,5.92,12.75,52659,15142,16771,4590,6108,12843,9406,9872,973,5.34,4.93,24.25,10.32,5.1,48.14,21.21,14.52,14.49,23.72,8.43,42.59,12.03,9.94,3.49,82.9,75.36,88.3,80.68,48.57,57.79,536,3.46,1672,6.76,16.87,18.66,33.19,0.48,1.21,1.34,2.38,84.6,2.25,10.56,8.94,3.27,3.29,3.19,82.83,6.06,22.51,3,193,96.66,82.4,3.63,26.42,1970,2.5,0.24,153000,203400,259300,106300,458,617,843,385,714,28.2,25.1,11.9,0,0,7.18,58.08,45.88,59.47,94.53,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,14.2,1641.4,0.27,?,?,?,?,0,?,1,4.04,4,16.15,29,117.11,117,472.5,279,1126.73,554,2237.3,256,1033.84,15,60.58,609.81,4458.44
Greenvillecity,MS,?,?,1,45226,2.95,59.63,39.76,0.43,0.56,17.15,28.12,13.63,10.96,0,0,18060,71.26,0.58,20.33,30.07,18.48,11.31,23068,9081,14683,5359,2400,11710,6929,4936,14232,31.96,18.51,38.54,15.58,12.45,51.79,19.98,25.33,19,23.16,11.72,35.15,14.97,13.52,3.49,52.47,42.18,56.12,54.33,67.29,73.08,5134,12.32,250,19.6,32.8,44.4,44.4,0.11,0.18,0.25,0.25,97.37,0.21,11.3,8.31,2.91,2.89,2.93,57.98,9.73,45.71,3,1170,92.91,58.32,12.14,37.26,1965,11.02,0.83,29100,42500,60000,30900,132,207,295,163,332,32.3,21.1,15,6,0,0.55,84.59,59.55,88.62,93.77,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,27,1672.6,0.24,?,?,?,?,0,?,16,35.96,34,76.4,66,148.31,133,298.88,1745,3921.35,2631,5912.36,186,417.98,57,128.09,559.55,10379.78
SanCarloscity,CA,?,?,1,26167,2.37,0.94,91.3,6.07,6.46,9.03,19.36,8.48,14.25,26167,100,54658,77.85,0.52,62.49,25.65,2.52,18.84,63337,28161,28647,27282,20295,23416,17992,20889,713,2.73,2.43,8.38,35.77,2.43,69.33,16.34,23.36,6.28,39.23,9.48,24.71,12.87,11.26,2.82,82.5,81.21,91.83,77.66,62.67,71,91,0.58,3283,6.37,10.63,17.42,25.43,0.8,1.33,2.19,3.19,84,1.64,2.14,1.48,2.36,2.48,2.06,75.92,1.98,44.78,3,294,97.41,72.37,0.68,21.09,1957,0.56,0,328100,407500,500001,171901,611,744,972,361,810,26.6,27.7,11.9,0,0,12.55,55.31,58.4,82.21,92.84,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5.8,4486.8,3.98,?,?,?,?,0,?,1,3.54,1,3.54,24,85.06,32,113.41,153,542.25,586,2076.84,54,191.38,0,0,205.56,2810.46
SanAngelocity,TX,?,?,1,84474,2.76,4.8,78.81,1.14,27.99,16.42,29.95,16.25,11.57,84474,100,23534,76.93,2.24,37.05,27.01,6.25,14.14,27832,11353,12578,6863,11822,7491,6391,6800,14737,18.5,14.84,29.08,17.61,7.71,61.16,12.63,25.81,14.72,23.56,10.22,27.62,13.83,12.12,3.16,74.97,70.45,83.76,76.93,65.56,71.83,1223,1.9,4542,7.9,13.43,19.77,29.72,0.42,0.72,1.06,1.6,73.84,3.89,5.71,4,2.59,2.69,2.45,61.39,6.6,52.54,2,3958,88.57,59.21,1.64,34.69,1967,7.89,0.47,33000,48300,70200,37200,237,302,387,150,365,25.4,20.2,13,240,1,5.38,69.08,45.39,73.13,87.74,155,171.47,130,143.81,104278,115356.9,672.8,171.5,93.65,85.16,2.58,12.26,0,14.84,18,11,149,49.6,1702.6,0.68,105,7773206,83.87,0,11.61,85990.6,8,8.85,43,47.57,39,43.14,373,412.63,842,931.46,3333,3687.11,174,192.49,?,?,512.19,?
Barbertoncity,OH,153,3828,1,27623,2.49,5.26,94.08,0.29,0.33,13.24,25.31,12.11,15.24,27623,100,21688,67.14,0.47,36.17,35.91,12.39,24.38,26443,10366,10712,4962,5873,18690,583,9710,4626,16.93,8.47,31.19,7.88,8.67,51.76,28.81,19.41,21.56,15.52,11.23,26.78,13.8,12.63,3.03,66.86,64.74,66.61,70.4,48.26,61.45,1047,4.37,398,4.77,4.77,4.77,8.79,0.07,0.07,0.07,0.13,95.79,0.45,3.99,2.74,2.47,2.56,2.32,66.48,1.45,44.54,3,649,94.47,64.26,3.39,42.84,1949,5.1,0.48,33800,44000,56500,22700,180,255,313,133,340,26.6,17,13.1,0,0,1.44,79.34,59.58,91.71,96.11,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7.9,3513.5,1.91,?,?,?,?,0,?,0,0,7,25.08,22,78.84,176,630.69,206,738.19,990,3547.62,89,318.93,19,68.09,734.61,4672.83
Pontiaccity,MI,125,65440,1,71166,2.87,42.2,51.25,1.36,8.01,16.56,32.21,16.08,7.82,71166,100,21962,72.63,0.11,20.23,23.85,22.07,16.66,25834,9847,10927,8937,5787,5723,7811,7537,18222,26.67,12.04,37.61,7.95,14.4,51.07,26.9,23.36,24.49,14.34,15.75,42.09,19.81,17.89,3.34,46.61,41.73,48.83,52.16,53.63,59.61,7538,12.73,1641,11.7,14.75,21.88,32.78,0.27,0.34,0.5,0.76,91.4,1.35,9.52,6.52,2.76,2.91,2.61,52.36,6.93,55.71,2,1816,93.17,49.73,12.83,37.78,1954,8.97,0.46,27800,36300,45700,17900,257,362,448,191,436,30.5,17.2,14,132,3,2.31,66.2,51.8,86.51,92.67,159,228.21,144,206.68,78506,112677.8,493.7,228.2,80.81,70.44,23.27,6.29,0,29.56,17,11,268.6,20.7,3434.7,0.9,81,14569244,90.57,10,10.69,209108.91,19,27.27,?,?,423,607.12,1420,2038.09,1470,2109.86,1964,2818.88,874,1254.43,60,86.12,?,6269.29
Suffolkcity,VA,800,76432,1,52141,2.82,44.58,54.68,0.38,0.61,13.7,25.39,11.57,11.94,39076,74.94,26125,75.62,1.98,29.04,28.99,10.49,18.76,31379,11831,15673,6978,13860,34126,7087,14522,8864,17.28,17.59,36.09,12.26,7.06,57.9,21.98,22.32,19.26,22.3,9.99,27.96,11.88,11,3.21,67.53,59.27,73.73,67.93,62.31,70.29,3651,8.21,433,10.62,16.63,32.33,38.8,0.09,0.14,0.27,0.32,97.01,0.31,6.44,4.99,2.78,2.8,2.73,68.27,3.41,34.4,3,1495,92.53,67.75,9.83,47.22,1967,10.47,4.04,48700,70700,99400,50700,157,250,355,198,376,28.7,22.4,14.3,0,10,0.83,74.77,59.38,80.79,93.24,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,414.5,125.8,1.63,?,?,?,?,0,?,9,16.22,37,66.7,160,288.42,304,547.99,646,1164.49,1974,3558.36,254,457.86,26,46.87,919.33,5227.58
Martinsvillecity,VA,690,49784,1,16162,2.36,36.84,62.7,0.2,0.37,12.16,22.94,10.7,17.94,0,0,22446,70.6,0.51,35.91,36.51,8.64,16.7,29604,13742,17197,7929,49823,9822,15000,4595,2504,15.61,18.52,37.05,15.82,5.68,57.4,43.8,18.11,30.35,23.08,11.15,28.44,15.14,13.39,2.95,59.28,53.26,53.45,64.04,70.45,77.01,1100,7.8,142,4.23,4.23,38.03,45.07,0.04,0.04,0.33,0.4,96.59,0.51,4.18,2.76,2.35,2.44,2.2,63.12,2.44,47.1,3,471,93.56,60.67,5.52,47.35,1959,6.58,0.52,37000,52700,84400,47400,183,255,317,134,320,23.7,18.9,13.2,17,3,0.88,74.95,61.23,81.36,92.68,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,11.4,1423.7,0,?,?,?,?,0,?,2,12.52,7,43.81,22,137.7,78,488.2,164,1026.48,980,6133.82,54,337.99,9,56.33,682.23,7554.61
Bricktownship,NJ,29,7420,1,66473,2.66,0.63,97.81,0.83,2.58,12.06,23.58,10.75,15.97,66473,100,38742,73.79,0.39,48.04,34.09,3.6,22.5,44680,16523,16562,9763,14924,17930,14351,13815,2470,3.74,5.59,20.23,16.51,5.55,60.08,12.53,21.8,11.95,24.31,6.22,25.37,9,7.69,3.1,84.22,82.61,92.92,84.33,54.19,64.45,502,1.03,3133,5.52,11.78,14.11,16.69,0.26,0.56,0.66,0.79,92.48,0.85,4.06,3.08,2.65,2.69,2.46,83.83,1.31,44.45,3,3878,86.55,82.54,0.72,60.24,1972,0.67,0.16,105300,133100,166800,61500,509,604,725,216,721,32.6,25.7,17.4,17,0,4.71,71.99,61.13,77.21,94.05,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,27.2,2441,1.75,?,?,?,?,0,?,2,2.92,9,13.15,28,40.9,51,74.5,415,606.2,1214,1773.32,98,143.15,14,20.45,131.47,2543.13
LagunaBeachcity,CA,?,?,1,23170,2.09,0.7,95.77,1.74,6.86,8.08,20.23,9.15,12.36,23170,100,53419,75.85,1.49,57.16,19.88,2.75,13.14,70219,40537,40887,28939,22538,48414,20261,15271,1411,6.14,2.39,5.87,49.02,1.84,72.93,10.39,29.52,3.13,48.8,14.7,37.11,19.21,16.9,2.65,76.69,74.71,93.62,80.52,68.23,70.85,40,0.3,2587,17.67,20.76,26.83,31.89,1.97,2.32,3,3.56,88.52,2.03,2.54,1.37,2.08,2.23,1.84,64.34,2.34,59.3,2,1759,86.31,59.78,0.57,15.52,1960,0.39,0.44,343900,471300,500001,156101,652,859,1001,349,879,27.9,25.4,11.8,6,50,11.17,41.06,44.53,76.43,88.97,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9,2575.6,1.97,?,?,?,?,0,?,0,0,5,20.8,22,91.5,164,682.11,412,1713.6,874,3635.15,139,578.13,3,12.48,794.41,5939.36
Robstowncity,TX,?,?,1,12849,3.59,1.85,62.03,0.19,91.07,18.8,30.03,14.87,10.44,0,0,16180,69.32,1.59,13.09,32.32,24.32,9.2,18788,5740,6694,5575,0,0,4040,5022,4767,37.04,42.31,61.8,6.31,12.26,44.19,16.67,21.07,22.14,14.35,8.53,30.36,12.4,10.59,3.96,72.16,61.18,76.35,72.71,39.62,44.65,489,3.45,644,0,3.26,6.83,20.96,0,0.16,0.34,1.05,15.13,14.64,18.52,15.67,3.56,3.53,3.63,68.41,20.25,50.24,2,554,86.6,68.98,25.81,75.63,1960,17.21,3.15,19200,30700,43700,24500,105,179,243,138,265,28.7,21.4,14,0,0,4.97,92.04,69.4,95.85,99.9,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9.6,1345.2,1.23,?,?,?,?,0,?,1,7.38,1,7.38,3,22.15,52,383.99,302,2230.1,324,2392.56,56,413.53,8,59.08,420.91,5095.26
Wyomingcity,MI,81,88940,1,63891,2.64,2.72,93.52,1.49,3.5,13.2,30.39,13.67,9.04,63891,100,31103,84.33,0.45,41.08,21.77,4.69,13.42,35161,13271,13449,11422,11847,7932,11198,10078,4498,7.07,6.7,21.43,13.17,5.13,70.23,29.39,17,23.93,18.35,9.7,28.4,12.84,11.33,3.15,76.5,75.93,83.36,74.53,68.58,74.84,1184,2.5,2230,7.98,16.5,19.82,26.68,0.28,0.58,0.69,0.93,94.47,0.95,4.93,3.49,2.63,2.85,2.18,73.05,2.55,48.64,3,888,96.46,67.43,0.79,19.26,1962,1.71,0.09,47200,57700,70400,23200,350,397,454,104,429,23,17.8,12.7,0,0,3.49,81.96,53.39,85.47,94.03,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,25.2,2539,0.59,?,?,?,?,0,?,1,1.55,?,?,116,180.07,243,377.21,625,970.18,2235,3469.37,264,409.8,13,20.18,?,4869.53
